0 0 -0.900585

0 1 -1.17214

0 2 -0.650093

0 3 -0.67225

1 1 -1.90675

1 2 -1.26727

1 3 -1.40419

2 2 -1.61868

2 3 -1.33723

3 3 -1.44159

