0 0 0 0 1.07657

0 0 0 1 0.57847

0 0 0 2 0.154496

0 0 0 3 0.478669

0 0 1 1 0.587396

0 0 1 2 0.137292

0 0 1 3 0.458594

0 0 2 2 0.233349

0 0 2 3 0.242841

0 0 3 3 0.569864

0 1 0 1 0.329423

0 1 0 2 0.0893168

0 1 0 3 0.271993

0 1 1 1 0.361304

0 1 1 2 0.0836057

0 1 1 3 0.280751

0 1 2 2 0.14498

0 1 2 3 0.150153

0 1 3 3 0.353605

0 2 0 2 0.0373113

0 2 0 3 0.0852696

0 2 1 2 0.0369544

0 2 1 3 0.093219

0 2 2 2 0.0744144

0 2 2 3 0.069272

0 2 3 3 0.133043

0 3 0 3 0.237048

0 3 1 3 0.249186

0 3 2 3 0.147946

0 3 3 3 0.328535

1 1 0 2 0.0990887

1 1 0 3 0.297224

1 1 1 1 0.45315

1 1 1 2 0.100514

1 1 1 3 0.348187

1 1 2 2 0.177506

1 1 2 3 0.185028

1 1 3 3 0.449561

1 2 0 3 0.0813282

1 2 1 2 0.0397103

1 2 1 3 0.0983744

1 2 2 2 0.0825901

1 2 2 3 0.0766161

1 2 3 3 0.146669

1 3 1 3 0.303091

1 3 2 3 0.18512

1 3 3 3 0.420799

2 2 0 3 0.146373

2 2 1 3 0.182009

2 2 2 2 0.189738

2 2 2 3 0.163028

2 2 3 3 0.281834

2 3 2 3 0.149698

2 3 3 3 0.281943

3 3 3 3 0.615938

