0 0 1

0 1 0.658292

0 2 0.455299

0 3 0.509062

0 4 0.224571

0 5 0.393744

0 6 0.455299

0 7 0.509062

1 1 1

1 2 0.509062

1 3 0.854114

1 4 0.393744

1 5 0.729511

1 6 0.509062

1 7 0.854114

2 2 1

2 3 0.658292

2 4 0.455299

2 5 0.509062

2 6 0.224571

2 7 0.393744

3 3 1

3 4 0.509062

3 5 0.854114

3 6 0.393744

3 7 0.729511

4 4 1

4 5 0.658292

4 6 0.455299

4 7 0.509062

5 5 1

5 6 0.509062

5 7 0.854114

6 6 1

6 7 0.658292

7 7 1

