0 0 1

0 1 0.645899

0 2 0.40433

0 3 0.480518

0 4 0.172753

0 5 0.357529

0 6 0.40433

0 7 0.480518

1 1 1

1 2 0.480518

1 3 0.836008

1 4 0.357529

1 5 0.698909

1 6 0.480518

1 7 0.836008

2 2 1

2 3 0.645899

2 4 0.40433

2 5 0.480518

2 6 0.172753

2 7 0.357529

3 3 1

3 4 0.480518

3 5 0.836008

3 6 0.357529

3 7 0.698909

4 4 1

4 5 0.645899

4 6 0.40433

4 7 0.480518

5 5 1

5 6 0.480518

5 7 0.836008

6 6 1

6 7 0.645899

7 7 1

