0 0 0 0 1.14015

0 0 0 1 0.611403

0 0 0 2 0.382946

0 0 0 3 0.448161

0 0 0 4 0.143539

0 0 0 5 0.328594

0 0 0 6 0.382946

0 0 0 7 0.448161

0 0 1 1 0.626371

0 0 1 2 0.341333

0 0 1 3 0.498445

0 0 1 4 0.205997

0 0 1 5 0.397432

0 0 1 6 0.341333

0 0 1 7 0.498445

0 0 2 2 0.675456

0 0 2 3 0.414019

0 0 2 4 0.24873

0 0 2 5 0.305026

0 0 2 6 0.141709

0 0 2 7 0.251235

0 0 3 3 0.520212

0 0 3 4 0.255264

0 0 3 5 0.417094

0 0 3 6 0.251235

0 0 3 7 0.397432

0 0 4 4 0.501699

0 0 4 5 0.319239

0 0 4 6 0.24873

0 0 4 7 0.255264

0 0 5 5 0.444518

0 0 5 6 0.305026

0 0 5 7 0.417094

0 0 6 6 0.675456

0 0 6 7 0.414019

0 0 7 7 0.520212

0 1 0 1 0.345153

0 1 0 2 0.216827

0 1 0 3 0.253853

0 1 0 4 0.0838586

0 1 0 5 0.186743

0 1 0 6 0.216827

0 1 0 7 0.253853

0 1 1 1 0.380329

0 1 1 2 0.205235

0 1 1 3 0.304363

0 1 1 4 0.127921

0 1 1 5 0.243949

0 1 1 6 0.205235

0 1 1 7 0.304363

0 1 2 2 0.414019

0 1 2 3 0.253299

0 1 2 4 0.154425

0 1 2 5 0.186888

0 1 2 6 0.0833165

0 1 2 7 0.151344

0 1 3 3 0.322268

0 1 3 4 0.160135

0 1 3 5 0.259435

0 1 3 6 0.151344

0 1 3 7 0.243949

0 1 4 4 0.319239

0 1 4 5 0.201805

0 1 4 6 0.154425

0 1 4 7 0.160135

0 1 5 5 0.279321

0 1 5 6 0.186888

0 1 5 7 0.259435

0 1 6 6 0.414019

0 1 6 7 0.253299

0 1 7 7 0.322268

0 2 0 2 0.171904

0 2 0 3 0.170287

0 2 0 4 0.0636084

0 2 0 5 0.125027

0 2 0 6 0.133815

0 2 0 7 0.159258

0 2 1 2 0.170287

0 2 1 3 0.209691

0 2 1 4 0.0978983

0 2 1 5 0.167005

0 2 1 6 0.125918

0 2 1 7 0.190772

0 2 2 2 0.382946

0 2 2 3 0.216827

0 2 2 4 0.133815

0 2 2 5 0.159258

0 2 2 6 0.0636084

0 2 2 7 0.125027

0 2 3 3 0.239084

0 2 3 4 0.125918

0 2 3 5 0.190772

0 2 3 6 0.0978983

0 2 3 7 0.167005

0 2 4 4 0.24873

0 2 4 5 0.154425

0 2 4 6 0.108319

0 2 4 7 0.119448

0 2 5 5 0.200578

0 2 5 6 0.119448

0 2 5 7 0.174668

0 2 6 6 0.24873

0 2 6 7 0.154425

0 2 7 7 0.200578

0 3 0 3 0.190437

0 3 0 4 0.0655334

0 3 0 5 0.140092

0 3 0 6 0.159258

0 3 0 7 0.186727

0 3 1 3 0.231959

0 3 1 4 0.101156

0 3 1 5 0.185765

0 3 1 6 0.151306

0 3 1 7 0.225171

0 3 2 3 0.205235

0 3 2 4 0.125918

0 3 2 5 0.151306

0 3 2 6 0.0652154

0 3 2 7 0.121207

0 3 3 3 0.251836

0 3 3 4 0.127779

0 3 3 5 0.202388

0 3 3 6 0.113456

0 3 3 7 0.185765

0 3 4 4 0.255264

0 3 4 5 0.160135

0 3 4 6 0.119448

0 3 4 7 0.126019

0 3 5 5 0.216851

0 3 5 6 0.140004

0 3 5 7 0.197101

0 3 6 6 0.305026

0 3 6 7 0.186888

0 3 7 7 0.238563

0 4 0 4 0.0306687

0 4 0 5 0.051375

0 4 0 6 0.0636084

0 4 0 7 0.0655334

0 4 1 4 0.051375

0 4 1 5 0.0746441

0 4 1 6 0.0652154

0 4 1 7 0.0851139

0 4 2 4 0.0636084

0 4 2 5 0.0652154

0 4 2 6 0.0306339

0 4 2 7 0.0511856

0 4 3 4 0.0655334

0 4 3 5 0.0851139

0 4 3 6 0.0511856

0 4 3 7 0.0746441

0 4 4 4 0.143539

0 4 4 5 0.0838586

0 4 4 6 0.0636084

0 4 4 7 0.0655334

0 4 5 5 0.0972868

0 4 5 6 0.0652154

0 4 5 7 0.0851139

0 4 6 6 0.141709

0 4 6 7 0.0833165

0 4 7 7 0.0971763

0 5 0 5 0.105127

0 5 0 6 0.125027

0 5 0 7 0.140092

0 5 1 5 0.141566

0 5 1 6 0.121207

0 5 1 7 0.171617

0 5 2 5 0.113456

0 5 2 6 0.0511856

0 5 2 7 0.0909394

0 5 3 5 0.153966

0 5 3 6 0.0909394

0 5 3 7 0.141566

0 5 4 5 0.127921

0 5 4 6 0.0978983

0 5 4 7 0.101156

0 5 5 5 0.168767

0 5 5 6 0.113456

0 5 5 7 0.153966

0 5 6 6 0.251235

0 5 6 7 0.151344

0 5 7 7 0.186423

0 6 0 6 0.171904

0 6 0 7 0.170287

0 6 1 6 0.170287

0 6 1 7 0.209691

0 6 2 6 0.0636084

0 6 2 7 0.0978983

0 6 3 6 0.125027

0 6 3 7 0.167005

0 6 4 6 0.133815

0 6 4 7 0.125918

0 6 5 6 0.159258

0 6 5 7 0.190772

0 6 6 6 0.382946

0 6 6 7 0.216827

0 6 7 7 0.239084

0 7 0 7 0.190437

0 7 1 7 0.231959

0 7 2 7 0.113456

0 7 3 7 0.185765

0 7 4 7 0.127779

0 7 5 7 0.202388

0 7 6 7 0.205235

0 7 7 7 0.251836

1 1 0 2 0.239084

1 1 0 3 0.28131

